title,artist,link,copyright
Popsicle,LFZ,https://drive.google.com/uc?export=download&id=15yvtp8JdBDwO5fFPXf3ObyVi9RnXCwAp,"Song: LFZ - Popsicle [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Popsicle
Watch: http://youtu.be/K8DUjObr_tU"
Let's Go!,Lensko,https://drive.google.com/uc?export=download&id=1nB8iS1yg7pvW7nMC9lJb1t_Oi_qy4m_d,"Song: Lensko - Let's Go! [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/letsgo 
Watch: http://youtu.be/mSLuJYtl89Y "
23,Diamond Eyes,https://drive.google.com/uc?export=download&id=1D8gfviQk14UfjlyqCZb-ka9wzx_SNAll,"Song: Diamond Eyes - 23 [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/D23 
Watch: http://youtu.be/Sxcqo4iQwzc "
Entropy,Distrion & Alex Skrindo,https://drive.google.com/uc?export=download&id=17KpRUbKyZYdOKbYTiDS-xOTOt417SHZl,"Song: Distrion & Alex Skrindo - Entropy [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/entropy 
Watch: http://youtu.be/iaKgF1Vf5bQ "
Nekozilla,Different Heaven,https://drive.google.com/uc?export=download&id=1IYLORlXJF7xaDS04j-r01dr0BVj0jLWj,"Song: Different Heaven - Nekozilla [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/nekozilla 
Watch: http://youtu.be/6FNHe3kf8_s "
Under Water,Fareoh,https://drive.google.com/uc?export=download&id=16JtLRPo6Dnz36T3nsOiI2-kmCro7s47X,"Song: Fareoh - Under Water [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/UnderWater 
Watch: http://youtu.be/xzyRoshFFaA "
Shootin Stars,Aero Chord feat. DDARK,https://drive.google.com/uc?export=download&id=1v6-kMwXYziAvZDjSgMPG4MXXlV9ZxncI,"Song: Aero Chord feat. DDARK - Shootin Stars [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/shootinstars 
Watch: http://youtu.be/PTF5xgT-pm8 "
Castle,Clarx & Harddope,https://drive.google.com/uc?export=download&id=19XiwdsSO8kmh7zJPYFF2OiosM2d3Q8Mv,"Song: Clarx & Harddope - Castle [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Castle 
Watch: http://youtu.be/ANygbRCuwZo "
Phoenix,Netrum & Halvorsen,https://drive.google.com/uc?export=download&id=1_zy0nU9dQ0_AWmRV6CaYn10qo3n4eQIx,"Song: Netrum & Halvorsen - Phoenix [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://NCS.io/Phoenix 
Watch: http://youtu.be/yH88qRmgkGI "
Shadows,it's different,https://drive.google.com/uc?export=download&id=1c-dL9z2osbUaN_6UJKRt-w5AudIhghKE,"Song: it's different - Shadows (feat. Miss Mary) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/shadows 
Watch: http://youtu.be/UHbDJ1oPuGo "
Coming Home,SirensCeol,https://drive.google.com/uc?export=download&id=1nzM0wRMANmTNn4sJl0yMecD9EM-JiZ8E,"Song: SirensCeol - Coming Home [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/ComingHome 
Watch: http://youtu.be/0ewGL1NpD84 "
Ark,Ship Wrek & Zookeepers,https://drive.google.com/uc?export=download&id=1xJU4hAxIoX_T5z7w46-UfqjHg9Sf63nS,"Song: Ship Wrek & Zookeepers - Ark [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/ark
Watch: http://youtu.be/8xlDwukxjnA"
Stardust,T & Sugah x NCT,https://drive.google.com/uc?export=download&id=1Gz1CIinAKisHtigen2mBS3eTIX0B_3Cq,"Song: T & Sugah x NCT - Stardust (feat. Miyoki)(Rex Hooligan Remix)[NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://NCS.io/StardustRMX 
Watch: https://youtu.be/5pfDp6Wrf6Y?si=wIBWF7zt-NtoPhA-"
Cradles,Sub Urban,https://drive.google.com/uc?export=download&id=1-aouqQpDuUxfuujme5YpUBmY_6w-PPhF,"Song: Sub Urban - Cradles [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Cradles
Watch: http://youtu.be/Hn4sfC2PbhI "
Jumbo,Alex Skrindo,https://drive.google.com/uc?export=download&id=1pFWuMI1wYnw_JR3fXMYrcNMvwF5V4pa4,"Song: Alex Skrindo - Jumbo [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/jumbo 
Watch: http://youtu.be/v4Za061pQac "
Be Around,Blooom,https://drive.google.com/uc?export=download&id=1dM-x7eRHK9l04nv6I7A65-5BEPsy4yz8,"Song: Blooom - Be Around [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/BeAround 
Watch: http://youtu.be/XnouxUYJRRo "
Sky High,Elektronomia,https://drive.google.com/uc?export=download&id=1027sUjB9oL6NTsmvDMM4vuAj-lXqxfwG,"Song: Elektronomia - Sky High [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/skyhigh
Watch: http://youtu.be/TW9d8vYrVFQ"
Little Bit,Futuristik,https://drive.google.com/uc?export=download&id=16g_cH3GOyahrDzYbGbzFsqht6ikdyzSR,"Song: Futuristik - Little Bit (feat. Sethh) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/littlebit 
Watch: http://youtu.be/0gxIZLHBxBQ "
Dino,Mountkid,https://drive.google.com/uc?export=download&id=1Laz4ZXrYNBQizBPCijrysxpRf2c2FZRZ,"Song: Mountkid - Dino [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/dino 
Watch: http://youtu.be/Au6fH-6xrEU "
Stronger (Raiko Remix),Prismo,https://drive.google.com/uc?export=download&id=16AGs_wEk-iR7edlQ0pc77DQWIsqS7Waf,"Song: Prismo - Stronger (Raiko Remix) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/StrongerRaiko 
Watch: http://youtu.be/pqYWDvV0I28 "
Dancefloor,3rd Prototype,https://drive.google.com/uc?export=download&id=1HbFZvkaIRtCvpbCn-U7C2-is7avl_59o,"Song: 3rd Prototype - Dancefloor [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Dancefloor 
Watch: http://youtu.be/ZLohS_HScwc "
Remember,Levianth & Axol,https://drive.google.com/uc?export=download&id=1gBwWFq1X5XIUodqHi05lcVcKeavXAevv,"Song: Levianth & Axol - Remember (feat. The Tech Thieves) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/remember 
Watch: http://youtu.be/2DGxm1csQQM "
Immortality,"Cartoon, Jéja",https://drive.google.com/uc?export=download&id=1uI3iXxTZBZ_gSX69D08uo1INr6hjuli5,"Song: Cartoon, Jéja - Immortality (feat. Kristel Aaslaid) [Futuristik Remix] | [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/immortalrmx 
Watch: http://youtu.be/UFEi2FOMXVs "
RICH,Raven & Kreyn,https://drive.google.com/uc?export=download&id=1JmNgBPkGB0m-fr_KIDeSorooKCj9WBz-,"Song: Raven & Kreyn - RICH [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/RICH 
Watch: http://youtu.be/_T5AccWyBqE "
Roots,Tobu,https://drive.google.com/uc?export=download&id=1Mm9OthLAOL3T30dKp2QmuxpjwnMDBO1D,"Song: Tobu - Roots [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/toburoots 
Watch: http://youtu.be/7wNb0pHyGuI "
Pentakill,"Different Heaven, ReesaLunn",https://ncs.io/track/download/f311d897-0c7c-4556-b529-cb7b2fdf6ee8,"Song: Different Heaven feat. ReesaLunn - Pentakill [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/pentakill
Watch: http://youtu.be/aPPbFcg38MM"
Start That Fire,ÉWN & Whogaux,https://drive.google.com/uc?export=download&id=1IgPv8bZBBxEjLrEhJbsak574pn99gWJu,"Song: ÉWN & Whogaux - Start That Fire [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/startthatfire 
Watch: http://youtu.be/ACFvhTR__OI "
Defeat The Night,"JPB, Ashley Apollodor",https://drive.google.com/uc?export=download&id=1kvTfM3iBMRw6jlTivPOEIBCPNV6FjKga,"Song: JPB - Defeat The Night (feat. Ashley Apollodor) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/defeat
Watch: http://youtu.be/A_AtqKMqPUE"
Undone,Desmeon,https://drive.google.com/uc?export=download&id=1WDCTCAgB9l7vW7WjGE_4I_hXuyPd_RwJ,"Song: Desmeon - Undone (feat. Steklo) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/undone
Watch: http://youtu.be/0E6KXgWuaHo"
Rubik,Distrion & Electro-Light,https://drive.google.com/uc?export=download&id=1g_afESs3YyXlXhVWaS5wy478dTp4QIau,"Song: Distrion & Electro-Light - Rubik [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/rubik 
Watch: http://youtu.be/A2AydJcUKR8 "
Outlaw,it's different,https://drive.google.com/uc?export=download&id=11NpO8twrVw1ryatBfo7q53MOIl5Iirwh,"Song: it's different - Outlaw (feat. Miss Mary) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/outlaw 
Watch: http://youtu.be/Y2Lu0o3S2sU "
You And Me,Distrion & Electro-Light,https://drive.google.com/uc?export=download&id=1472KEmiKETEe9GKXra-Zp0g92FFyNpOM,"Song: Distrion & Electro-Light - You And Me (feat. Ke'nekt) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/youandme 
Watch: http://youtu.be/VoQcGrSYQXI "
Rise Up,Egzod,https://drive.google.com/uc?export=download&id=1YFGjmUwQs9F5N-kUGWicY6GGraUKqRT3,"Song: Egzod - Rise Up (ft. Veronica Bravo & M.I.M.E) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/RiseUp 
Watch: http://youtu.be/aifDMH1p3zw "
Forever,Vanze,https://drive.google.com/uc?export=download&id=1ZX4yrW7fSpLcGpCUHQzq2-ot5XfeW9Ei,"Song: Vanze - Forever (feat. Brenton Mattheus) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/forever 
Watch: http://youtu.be/RX7fZ5I709Y "
Close,IZECOLD,https://drive.google.com/uc?export=download&id=1PDCZYjaLy84wH6Dyhww74NdFz8fFu5F8,"Song: IZECOLD - Close (feat. Molly Ann) [Brooks Remix] [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/brooksclose 
Watch: http://youtu.be/bzehQ60b3XI "
Shine,Spektrem,https://drive.google.com/uc?export=download&id=1pI3axQ7GXvDDMHHEQQIRRFU0cQaYWcJE,"Song: Spektrem - Shine [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/shine
Watch: http://youtu.be/n4tK7LYFxI0 "
Time Leap,Aero Chord,https://drive.google.com/uc?export=download&id=1W0TPR7cz_2su5-ASkDei3LUKDw6Ymbex,"Song: Aero Chord - Time Leap [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/timeleap 
Watch: http://youtu.be/beDFafObkFw "
Devil,Barren Gates,https://drive.google.com/uc?export=download&id=1xD_PBdKuBF-24MCLWG0-4wQg57LX5sCd,"Song: Barren Gates - Devil [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Devil
Watch: http://youtu.be/htV2wG5rWHw"
Flares,NIVIRO,https://drive.google.com/uc?export=download&id=1_UubiISqzY8mFkT6iYkYqijIYLukiv86,"Song: NIVIRO - Flares [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Flares 
Watch: http://youtu.be/V-mP3VU0DCg "
Circles,Lensko,https://drive.google.com/uc?export=download&id=1WHGZtsmDEC_meplIM4L_qNU21TzIooX9,"Song: Lensko - Circles [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/circles
Watch: http://youtu.be/ztvIhqVtrrw"
Invisible,Julius Dreisig & Zeus X Crona,https://drive.google.com/uc?export=download&id=1oHBtwO77gYwKmVvILG7UeAfMNT28u7tW,"Song: Julius Dreisig & Zeus X Crona - Invisible [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Invisible
Watch: http://youtu.be/QglaLzo_aPk "
Heavyweight,RedMoon & Meron Ryan,https://drive.google.com/uc?export=download&id=1QET953rrPcTybTGaSPgkKJjH5qrJtTgf,"Song: RedMoon & Meron Ryan - Heavyweight [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: https://ncs.io/heavyweight 
Watch: http://youtu.be/otD-XbAhMbU "
Howling,"Cartoon, Jéja",https://drive.google.com/uc?export=download&id=1XZhx-V7-RXEp1wQX79Tu1hxOHsCDOZhr,"Song: Cartoon, Jéja - Howling (Ft. Asena) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Howling 
Watch: http://youtu.be/JiF3pbvR5G0 "
Howling (Andromedik Remix),"Cartoon, Jéja",https://drive.google.com/uc?export=download&id=1Cr5OfOYaxPg6fwJGugxlwwVOcUGyYfzB,"Song: Cartoon, Jéja - Howling (ft. Asena) (Andromedik Remix) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/HowlingRmx Watch: http://youtu.be/gUQDq9ezuJQ "
Fearless pt. II,Tule feat. Chris Linton,https://drive.google.com/uc?export=download&id=1pQIhQMQsaHflNh2SpTW7Q_ksYgaMvo9v,"Song: TULE - Fearless pt.II (feat. Chris Linton) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Fearless2
Watch: http://youtu.be/S19UcWdOA-I "
Wait For Me,Giraffe Squad,https://drive.google.com/uc?export=download&id=1nPfm9Bori1PYMgikgXn5Bxo5n0Oxe_eb,"Song: Giraffe Squad - Wait For Me [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/WaitForMe
Watch: http://youtu.be/rgW_I8saK1o"
Vision,Lost Sky,https://drive.google.com/uc?export=download&id=1tLv7xLBUoPniwt013od0C_p6svZ4YMEw,"Song: Lost Sky - Vision [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/VisionID 
Watch: http://youtu.be/7RU1l8GtGOc "
Why Do I?,Unknown Brain,https://drive.google.com/uc?export=download&id=1ByCcb7wXgvxtTL4FtCBA2LNrWUishj2V,"Song: Unknown Brain - Why Do I? (feat. Bri Tolani) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/WhyDoI 
Watch: http://youtu.be/tcHJodG5hX8  "
Lune,Y&V,https://drive.google.com/uc?export=download&id=103x3s8SYbxzbXrKKPtyEsQXqbWZ3Xqnx,"Song: Y&V - Lune [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/lune
Watch: http://youtu.be/n79aphwhpW0"
Stars,Diamond Eyes,https://drive.google.com/uc?export=download&id=1_kAQOo5hfVLw-e8EeaACaUzFhM-uyY1M,"Song: Diamond Eyes - Stars [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Stars 
Watch: http://youtu.be/Fmf-G9fpwto "
So Happy,Raven & Kreyn,https://drive.google.com/uc?export=download&id=1UPf2UdLWmabrEcy6-CH063WmbquoxYBX,"Song: Raven & Kreyn - So Happy [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/SoHappy 
Watch: http://youtu.be/cmVdgWL5548 "
Savage,Paul Flint,https://drive.google.com/uc?export=download&id=1DvLERO4pGwb67YrXshqIzj8C4FfHFUg5,"Song: Paul Flint - Savage [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/savage 
Watch: http://youtu.be/8uSx3DyJjk0 "
Free,Elektronomia & JJD,https://drive.google.com/uc?export=download&id=13NXJSRV9o3fACx2XCtIZ8-Z-pTuU_u3C,"Song: Elektronomia & JJD - Free [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Free 
Watch: http://youtu.be/9Va88Kt0NN0 "
Fall To Light,Laszlo,https://drive.google.com/uc?export=download&id=1Ye9WipGmgqb09vFCjWw81bKsivoIjRZj,"Song: Laszlo - Fall To Light [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/falltolight
Watch: http://youtu.be/Lq2UrnDsI_s"
Weakness,Prismo,https://drive.google.com/uc?export=download&id=1fMdAoRmmZu6erYtizrL8yVMF_UQbR4yT,"Song: Prismo - Weakness [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/weaknessprismo
Watch: http://youtu.be/SvRFNNbxuAk"
About Me,Koven & Roy,https://drive.google.com/uc?export=download&id=1pcvBi1yw-kWGiQhAHB6FjcoIl3pujyLJ,"Song: Koven & Roy - About Me [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/AboutMe 
Watch: http://youtu.be/t2Ti8d992RM "
Fly,Fransis Derelle,https://drive.google.com/uc?export=download&id=1OvrkaYNvFzw2u_EiyXR_891VQiUkAIpj,"Song: Fransis Derelle - Fly (feat. Parker Pohill) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/fly 
Watch: http://youtu.be/BEvkowdXijA "
4U,Convex,https://drive.google.com/uc?export=download&id=1bCcUTN_DmuEEXTKEHNjy-t5G-rNpF4rZ,"Song: Convex - 4U (feat. Jex Jordyn) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/4U 
Watch: http://youtu.be/dMnWZ8tAUkU "
Way Back Home,"Krys Talk, Cole Sipe",https://drive.google.com/uc?export=download&id=1eHscWM6bAAZy1gEqQ-No_6J_q6TuL7XM,"Song: Krys Talk & Cole Sipe - Way Back Home [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/waybackhome
Watch: http://youtu.be/qrmc7KVIoKQ"
Enslaved,Barren Gates & M.I.M.E,https://drive.google.com/uc?export=download&id=1GgEJUwCDz_p1-SaUseY-xSne79Mq2o6K,"Song: Barren Gates & M.I.M.E - Enslaved [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Enslaved 
Watch: http://youtu.be/XEymPGxopmg "
Willow Tree,Rival x Cadmium,https://drive.google.com/uc?export=download&id=1o5XqsRy0-4DneyLMgkreQ9DK6kTE_9Nc,"Song: Rival x Cadmium - Willow Tree (feat. Rosendale) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/WillowTree 
Watch: http://youtu.be/kddC4gi72UE "
